X0,X1,Class
0.18064714000150506,0.5529450251199679,1
-0.1886737283347651,0.32562893124509684,1
0.4137420533019795,0.9312511218515025,0
-0.1992227262518021,0.9026647768653677,0
0.4882794888312123,-0.34120211198075506,1
0.4704266399948463,-0.06205794232356844,1
-0.008015349799212111,0.5090117643348357,1
0.7503155438235383,0.6981837360186613,0
1.062641258905395,-0.18876732210179611,0
-0.6013910365891038,0.7636595022314339,0
-0.032508311520438454,0.5299795643513768,1
-0.39123308588110994,-0.8908781522947387,0
-0.7932524088012676,0.23602778551807047,0
-0.10736456066334298,1.0399681191407002,0
0.1610791242872932,0.541069358240181,1
-0.11029878651212793,-1.236739529049266,0
-0.028334257067857783,-0.40220372100930657,1
0.2703398876050828,0.27473501410899703,1
-0.9827998770755303,-0.4737130619719596,0
-0.8128307207119956,-0.48581874846954076,0
0.2581968017371782,0.4231317943244826,1
0.14662838126597763,0.4786309458522966,1
0.010257825179923257,0.3456520332862598,1
0.49083734227074016,-0.2013593004106646,1
-0.0505087199806198,1.0067779572688302,0
-0.44249176959470743,-0.0549834296183531,1
0.690665928657759,0.6257000506081635,0
-0.36398766470802785,0.2931194707823089,1
-0.3554773403965618,-1.0024083289087058,0
0.2996462700119265,-0.7930882078494046,0
-0.12280441081487244,-1.0164275415962674,0
0.0714262889156795,0.4532887927692044,1
1.045355364562148,-0.43817256924584,0
0.036220208727459346,-0.45961724504353885,1
-0.3230060623440163,0.4265930665321484,1
-0.8671286815352044,-0.0005712479795525471,0
0.5183135090246647,0.4612556953631134,1
1.0264428249738056,0.09081993981049508,0
-0.39761744424079304,-0.30128053586392683,1
-0.3289643160947531,0.24242993106452218,1
-0.1906326414348812,0.4795433261005309,1
-0.016463037057605157,-0.40120049699726407,1
0.2683522721986684,-0.34960343306023733,1
0.6719307964597225,-0.8603436914185324,0
-0.21072732140060163,0.5320098719468367,1
-0.23429334919547135,0.474398232451748,1
0.3007977380890847,0.48241962187888776,1
-0.2162043138434512,-0.2827527252958123,1
-0.3226719250142335,-0.30259749535048475,1
-0.6855534012457594,0.6269743980871157,0
-0.47694902039643583,-0.8327102521705096,0
0.7010002156026649,-0.6427730896431783,0
0.9927397842829448,0.23981157851385992,0
